# {"t_start": 1702255655.9725564, "env_id": "adult-v01"} 
r,l,t
-124.240844,59,4.522322
71.496846,8,5.216419
-24.362955,35,7.222821
-16.254599,27,8.669179
-123.868807,40,10.342639
-130.391529,57,13.232908
