# {"t_start": 1702366737.8647463, "env_id": "german-nr-v01"} 
r,l,t
99.001524,18,1416.264184
99.001524,18,1416.33815
99.001524,18,1416.409877
99.001524,18,1416.478772
99.001524,18,1416.546438
98.947763,18,1416.748395
99.001524,18,1416.819364
99.001524,18,1416.885891
99.001524,18,1416.953458
99.001524,18,1417.023331
98.999721,19,1417.101426
99.001524,18,1417.174811
99.001524,18,1417.243903
99.001524,18,1417.316514
99.001524,18,1417.39639
99.001524,18,1417.468236
98.967021,18,1417.533845
99.001524,18,1417.598598
98.967021,18,1417.664628
98.989032,18,1417.731279
99.001524,18,1417.938363
99.001524,18,1418.005332
99.001524,18,1418.07437
98.967021,18,1418.148106
99.001524,18,1418.222911
99.001524,18,1418.296597
99.001524,18,1418.36082
99.074493,19,1418.42945
99.001524,18,1418.496097
99.001524,18,1418.562027
99.001524,18,1418.628295
98.967021,18,1418.694129
98.967021,18,1418.759366
99.001524,18,1418.8252
99.001524,18,1419.024373
98.967021,18,1419.093768
99.217727,19,1419.168108
99.001524,18,1419.240643
99.074493,19,1419.316511
99.001524,18,1419.380984
99.001524,18,1419.445386
99.001524,18,1419.512746
99.001524,18,1419.578933
99.001524,18,1419.644593
99.001524,18,1419.709942
99.001524,18,1419.775898
99.001524,18,1419.843893
98.96706,18,1419.909484
98.97714,18,1420.134421
99.001524,18,1420.204441
99.001524,18,1420.271406
99.001524,18,1420.337372
99.001524,18,1420.403673
99.001524,18,1420.4707
98.967021,18,1420.539559
98.967021,18,1420.607287
98.978898,18,1420.675601
98.967021,18,1420.742329
99.001524,18,1420.811754
98.967021,18,1420.877927
99.001524,18,1420.949425
99.001524,18,1421.022371
99.001524,18,1421.23773
99.001524,18,1421.304564
99.001524,18,1421.371398
99.001524,18,1421.438004
99.001524,18,1421.504741
98.788654,19,1421.5746
98.941779,18,1421.639785
99.001524,18,1421.708958
99.074493,19,1421.778324
99.001524,18,1421.846619
99.001524,18,1421.918042
99.001524,18,1421.992059
99.001524,18,1422.064629
98.967021,18,1422.134154
99.001524,18,1422.339675
99.001524,18,1422.40753
99.001524,18,1422.472735
99.001524,18,1422.539535
99.001524,18,1422.605437
98.967021,18,1422.671647
99.001524,18,1422.740563
98.967021,18,1422.81269
99.001524,18,1422.887735
99.001524,18,1422.961066
99.001524,18,1423.030018
99.001524,18,1423.098422
99.001524,18,1423.164215
99.001524,18,1423.230977
99.001524,18,1423.433254
98.967021,18,1423.501992
99.001524,18,1423.568563
99.001524,18,1423.633776
99.001524,18,1423.701758
99.001524,18,1423.773767
99.001524,18,1423.84791
99.001524,18,1423.937583
99.001524,18,1424.024614
99.001524,18,1424.097218
99.074493,19,1424.166259
99.001524,18,1424.233326
99.001524,18,1424.298674
98.978898,18,1424.364698
98.978898,18,1424.430509
99.001524,18,1424.639091
99.061259,19,1424.719482
99.001524,18,1424.793041
99.001524,18,1424.860029
99.001524,18,1424.924916
99.001524,18,1424.990545
99.001524,18,1425.055984
99.001524,18,1425.132238
99.001524,18,1425.218761
99.001524,18,1425.303342
99.001524,18,1425.368257
98.967021,18,1425.432743
99.001524,18,1425.499772
98.977184,19,1425.578304
98.97073,18,1425.789176
99.001524,18,1425.854979
99.001524,18,1425.920384
99.001524,18,1425.98721
98.967021,18,1426.052267
99.001524,18,1426.116337
99.001524,18,1426.187117
99.001524,18,1426.273859
98.967021,18,1426.360584
99.001524,18,1426.430511
98.967021,18,1426.504169
99.001524,18,1426.577268
99.001524,18,1426.643692
99.001524,18,1426.708927
99.001524,18,1426.907504
98.82713,19,1426.977514
99.001524,18,1427.042917
99.001524,18,1427.107708
99.001524,18,1427.173444
89.001524,19,1427.241452
99.001524,18,1427.308874
99.001524,18,1427.397194
98.978898,18,1427.490865
99.029856,19,1427.572927
99.001524,18,1427.640207
99.001524,18,1427.705237
99.001524,18,1427.769716
99.001524,18,1427.835844
99.001524,18,1428.03944
98.967021,18,1428.106031
99.001524,18,1428.172911
99.001524,18,1428.242398
98.967021,18,1428.319399
99.001524,18,1428.392533
99.001524,18,1428.457091
99.001524,18,1428.522418
99.001524,18,1428.589179
98.967021,18,1428.653344
99.001524,18,1428.730431
98.978898,18,1428.816924
99.087169,19,1428.900529
98.967021,18,1428.967065
98.967021,18,1429.181816
99.001524,18,1429.257554
98.967021,18,1429.323847
99.001524,18,1429.388334
99.001524,18,1429.454071
99.001524,18,1429.518356
99.001524,18,1429.588468
99.001524,18,1429.661927
99.001524,18,1429.733259
99.001524,18,1429.799852
99.001524,18,1429.865945
99.001524,18,1429.942605
98.967021,18,1430.029474
99.001524,18,1430.117918
99.074493,19,1430.33741
99.001524,18,1430.40282
99.238033,19,1430.471513
99.001524,18,1430.535892
99.001524,18,1430.602276
99.001524,18,1430.667124
98.824606,19,1430.736773
99.001524,18,1430.802752
99.001524,18,1430.868161
99.001524,18,1430.93987
99.001524,18,1431.017493
99.001524,18,1431.090254
99.001524,18,1431.159458
99.001524,18,1431.22539
98.960625,19,1431.437807
99.001524,18,1431.505606
99.001524,18,1431.572698
99.001524,18,1431.639418
98.97073,18,1431.705698
99.001524,18,1431.773429
99.001524,18,1431.839883
99.001524,18,1431.91173
99.001524,18,1431.990373
99.001524,18,1432.063879
99.001524,18,1432.14189
99.001524,18,1432.211337
99.001524,18,1432.277611
99.001524,18,1432.345886
99.001524,18,1432.411671
99.001524,18,1432.618668
98.967021,18,1432.683921
99.001524,18,1432.753955
99.001524,18,1432.831909
99.001524,18,1432.907888
99.001524,18,1432.975448
99.001524,18,1433.041941
99.001524,18,1433.109519
99.001524,18,1433.178135
99.001524,18,1433.24576
99.001524,18,1433.31417
99.001524,18,1433.38268
99.001524,18,1433.450613
99.001524,18,1433.518831
99.001524,18,1433.727103
99.001524,18,1433.81363
99.001524,18,1433.888989
99.001524,18,1433.958635
99.001524,18,1434.026736
99.001524,18,1434.093492
99.001524,18,1434.159861
99.001524,18,1434.22657
99.001524,18,1434.293173
99.001524,18,1434.360931
99.001524,18,1434.427912
99.001524,18,1434.4945
99.001524,18,1434.564127
99.001524,18,1434.637534
98.810487,19,1434.856343
99.001524,18,1434.924609
98.967021,18,1434.993422
99.001524,18,1435.058544
99.221435,19,1435.128513
99.001524,18,1435.197392
98.835212,19,1435.26812
98.967021,18,1435.333486
99.001524,18,1435.403032
98.967021,18,1435.479646
99.098298,19,1435.555292
99.001524,18,1435.627861
99.001524,18,1435.702016
99.001524,18,1435.773008
99.001524,18,1435.974204
99.001524,18,1436.03871
99.001524,18,1436.104449
98.967021,18,1436.168952
99.001524,18,1436.233741
99.001524,18,1436.300545
99.001524,18,1436.367537
99.001524,18,1436.439569
99.001524,18,1436.512578
99.001524,18,1436.58207
99.001524,18,1436.651976
99.001524,18,1436.725822
99.001524,18,1436.793284
99.001524,18,1436.860306
99.001524,18,1437.074628
99.001524,18,1437.15153
99.001524,18,1437.219699
98.967021,18,1437.285834
99.001524,18,1437.355724
98.941779,18,1437.429582
98.967021,18,1437.498963
98.967021,18,1437.570144
99.001524,18,1437.641952
99.217727,19,1437.713264
99.001524,18,1437.780636
99.001524,18,1437.847577
99.001524,18,1437.915395
99.001524,18,1437.982349
99.217727,19,1438.204622
99.001524,18,1438.277399
99.001524,18,1438.350601
99.001524,18,1438.418555
99.001524,18,1438.488074
99.001524,18,1438.560645
99.001524,18,1438.628815
98.96706,18,1438.696199
99.001524,18,1438.775262
99.001524,18,1438.845734
99.001524,18,1438.912822
99.001524,18,1438.980467
98.956917,19,1439.049823
99.001524,18,1439.116918
99.001524,18,1439.18953
99.001524,18,1439.412799
98.967021,18,1439.484269
99.001524,18,1439.552868
98.97073,18,1439.620825
99.001524,18,1439.688613
99.001524,18,1439.756183
99.001524,18,1439.824197
99.001524,18,1439.893249
99.001524,18,1439.959801
99.001524,18,1440.03243
99.001524,18,1440.105317
99.001524,18,1440.173197
99.001524,18,1440.239972
98.941779,18,1440.307613
98.967021,18,1440.518186
98.846697,19,1440.587898
99.001524,18,1440.65541
99.001524,18,1440.724049
99.001524,18,1440.789486
99.001524,18,1440.855312
99.001524,18,1440.9218
99.074493,19,1440.996059
99.001524,18,1441.068681
99.001524,18,1441.135447
99.001524,18,1441.203133
98.978898,18,1441.273822
99.001524,18,1441.345271
99.001524,18,1441.414744
98.967021,18,1441.619637
99.001524,18,1441.689735
98.967021,18,1441.757665
99.001524,18,1441.831124
99.001524,18,1441.912138
98.823673,19,1441.995159
99.001524,18,1442.069054
99.001524,18,1442.136837
99.001524,18,1442.205723
99.001524,18,1442.277958
99.001524,18,1442.348222
99.001524,18,1442.416541
99.001524,18,1442.485609
99.001524,18,1442.552942
99.001524,18,1442.766119
99.001524,18,1442.83973
98.967021,18,1442.91031
99.001524,18,1442.979334
99.001524,18,1443.045011
98.967021,18,1443.114235
99.001524,18,1443.186223
99.001524,18,1443.256104
99.001524,18,1443.323596
99.001524,18,1443.396292
99.001524,18,1443.46418
99.001524,18,1443.530424
99.001524,18,1443.597898
99.001524,18,1443.671433
99.001524,18,1443.880621
99.001524,18,1443.949128
99.217727,19,1444.019603
98.956917,19,1444.094183
98.967021,18,1444.164836
99.001524,18,1444.233576
99.001524,18,1444.299576
99.001524,18,1444.367389
99.001524,18,1444.433624
99.001524,18,1444.501137
99.001524,18,1444.568948
99.001524,18,1444.641678
99.001524,18,1444.712689
99.001524,18,1444.782184
99.001524,18,1444.991159
89.001524,19,1445.066408
99.001524,18,1445.133416
99.001524,18,1445.199952
98.843678,19,1445.268842
99.001524,18,1445.335347
98.967021,18,1445.404225
98.941779,18,1445.47767
99.001524,18,1445.549124
98.97073,18,1445.616342
99.001524,18,1445.681889
98.869281,19,1445.752008
99.001524,18,1445.820867
99.001524,18,1445.889815
99.001524,18,1446.104034
99.074493,19,1446.175951
99.001524,18,1446.243704
98.967021,18,1446.310168
99.001524,18,1446.380438
98.967021,18,1446.454307
99.001524,18,1446.524762
99.001524,18,1446.594069
98.989032,18,1446.661248
99.001524,18,1446.728568
98.967021,18,1446.798928
99.001524,18,1446.871753
99.001524,18,1446.940373
99.001524,18,1447.007776
99.001524,18,1447.076669
99.001524,18,1447.291171
99.078201,19,1447.36645
99.001524,18,1447.43459
99.001524,18,1447.500438
99.001524,18,1447.569322
99.001524,18,1447.637051
99.001524,18,1447.705305
99.001524,18,1447.777985
99.001524,18,1447.847759
99.001524,18,1447.914906
99.001524,18,1447.983175
99.001524,18,1448.051537
99.217727,19,1448.1245
99.001524,18,1448.200351
99.001524,18,1448.414841
99.001524,18,1448.483679
99.001524,18,1448.550292
98.967021,18,1448.621194
98.967021,18,1448.69398
99.001524,18,1448.766724
99.001524,18,1448.834049
99.001524,18,1448.903553
99.001524,18,1448.969797
99.001524,18,1449.040816
99.001524,18,1449.114765
98.860909,19,1449.19004
99.001524,18,1449.258205
99.001524,18,1449.326081
99.001524,18,1449.534037
99.001524,18,1449.604923
99.001524,18,1449.67808
99.001524,18,1449.745283
99.001524,18,1449.813325
99.001524,18,1449.883007
99.001524,18,1449.957006
99.001524,18,1450.032061
98.967021,18,1450.100737
99.001524,18,1450.172379
99.001524,18,1450.241261
99.001524,18,1450.309744
99.001524,18,1450.376702
98.96706,18,1450.44402
99.001524,18,1450.655125
99.001524,18,1450.722116
99.001524,18,1450.788823
99.001524,18,1450.858818
99.001524,18,1450.933168
99.001524,18,1451.00699
98.966604,19,1451.075696
99.001524,18,1451.141717
98.967021,18,1451.209127
99.001524,18,1451.276672
99.001524,18,1451.344186
99.001524,18,1451.4128
99.001524,18,1451.48376
99.001524,18,1451.552573
98.967021,18,1451.766155
98.967021,18,1451.837301
99.001524,18,1451.903668
99.001524,18,1451.971187
99.001524,18,1452.038137
99.001524,18,1452.103923
99.001524,18,1452.171482
98.869281,19,1452.241174
99.001524,18,1452.309011
99.001524,18,1452.379742
98.967021,18,1452.45176
99.001524,18,1452.53089
99.001524,18,1452.598334
99.001524,18,1452.668318
99.001524,18,1452.877212
99.001524,18,1452.944626
99.001524,18,1453.011575
99.001524,18,1453.078559
99.001524,18,1453.145069
99.001524,18,1453.211381
99.001524,18,1453.281329
99.001524,18,1453.35275
99.001524,18,1453.419569
99.001524,18,1453.492582
98.967021,18,1453.565762
99.001524,18,1453.632365
99.001524,18,1453.703922
99.001524,18,1453.769969
99.001524,18,1453.836757
99.001524,18,1454.039822
99.001524,18,1454.105795
99.001524,18,1454.175609
98.967021,18,1454.246123
99.001524,18,1454.323897
98.967021,18,1454.399622
99.001524,18,1454.469093
99.001524,18,1454.543279
99.001524,18,1454.614416
98.967021,18,1454.681705
99.001524,18,1454.748139
99.001524,18,1454.815632
98.967021,18,1454.883631
99.001524,18,1454.949384
99.001524,18,1455.162246
99.001524,18,1455.236457
99.001524,18,1455.309276
99.001524,18,1455.380526
99.001524,18,1455.448101
99.001524,18,1455.516001
99.001524,18,1455.584472
99.001524,18,1455.651922
99.001524,18,1455.720102
99.001524,18,1455.786695
99.034498,19,1455.856971
99.001524,18,1455.924613
99.001524,18,1455.992491
98.967021,18,1456.064584
98.967021,18,1456.276361
99.001524,18,1456.349874
98.967021,18,1456.421685
99.001524,18,1456.490844
98.967021,18,1456.557575
99.001524,18,1456.626216
99.001524,18,1456.696182
99.001524,18,1456.762874
99.001524,18,1456.830334
99.001524,18,1456.898384
99.001524,18,1456.971712
99.001524,18,1457.046146
98.967021,18,1457.116641
99.001524,18,1457.192566
99.001524,18,1457.403084
98.967021,18,1457.470201
99.001524,18,1457.537103
99.001524,18,1457.604339
99.001524,18,1457.671504
99.001524,18,1457.739917
99.001524,18,1457.806093
99.001524,18,1457.876274
99.001524,18,1457.949781
99.001524,18,1458.01909
99.001524,18,1458.088671
99.001524,18,1458.162482
99.001524,18,1458.234318
99.001524,18,1458.30187
99.001524,18,1458.370538
99.001524,18,1458.57488
99.001524,18,1458.642651
99.001524,18,1458.712488
99.001524,18,1458.778825
99.001524,18,1458.851354
99.001524,18,1458.922649
99.001524,18,1458.989541
99.001524,18,1459.061508
98.967021,18,1459.133505
99.001524,18,1459.205326
99.001524,18,1459.273689
99.001524,18,1459.342034
99.001524,18,1459.408597
99.001524,18,1459.476207
99.001524,18,1459.684386
99.001524,18,1459.757177
99.001524,18,1459.830107
99.001524,18,1459.900564
99.217727,19,1459.977498
99.001524,18,1460.048165
99.001524,18,1460.115477
98.967021,18,1460.181777
99.001524,18,1460.249382
99.001524,18,1460.316483
99.001524,18,1460.384984
99.001524,18,1460.452399
99.001524,18,1460.52015
99.001524,18,1460.586937
99.001524,18,1460.7946
99.001524,18,1460.864218
89.001524,19,1460.941264
99.001524,18,1461.012117
99.001524,18,1461.079383
99.001524,18,1461.145712
98.967021,18,1461.211313
99.001524,18,1461.277953
99.001524,18,1461.343046
99.074493,19,1461.415056
99.001524,18,1461.482933
99.001524,18,1461.552051
99.001524,18,1461.622729
99.001524,18,1461.695681
98.967021,18,1461.904765
99.001524,18,1461.970544
99.001524,18,1462.036524
99.001524,18,1462.102896
99.001524,18,1462.169342
98.967021,18,1462.241182
99.001524,18,1462.307462
99.001524,18,1462.375024
98.835864,19,1462.4459
99.001524,18,1462.516436
99.001524,18,1462.588499
98.941779,18,1462.66367
99.001524,18,1462.738746
98.967021,18,1462.806842
99.001524,18,1463.011898
99.001524,18,1463.080981
98.989032,18,1463.149361
99.001524,18,1463.217366
99.001524,18,1463.28382
99.001524,18,1463.351924
99.001524,18,1463.423835
99.001524,18,1463.498114
99.001524,18,1463.571718
99.001524,18,1463.642636
98.967021,18,1463.711105
99.001524,18,1463.779232
99.001524,18,1463.847429
99.001524,18,1463.915238
99.001524,18,1464.124351
99.001524,18,1464.190663
99.001524,18,1464.259511
99.001524,18,1464.329361
99.001524,18,1464.408453
99.001524,18,1464.486688
98.978898,18,1464.554881
99.001524,18,1464.621632
99.001524,18,1464.690941
99.001524,18,1464.758916
99.001524,18,1464.826165
99.001524,18,1464.893821
99.001524,18,1464.962143
98.989032,18,1465.028262
89.001524,19,1465.099556
99.001524,18,1465.316294
98.97073,18,1465.394262
99.001524,18,1465.466362
99.001524,18,1465.535196
99.001524,18,1465.605217
99.001524,18,1465.673222
99.001524,18,1465.740523
99.001524,18,1465.806913
99.001524,18,1465.874451
99.001524,18,1465.943757
99.001524,18,1466.012463
99.001524,18,1466.080596
99.001524,18,1466.154541
99.001524,18,1466.234132
99.001524,18,1466.440351
99.001524,18,1466.508779
99.001524,18,1466.575606
99.001524,18,1466.651818
99.001524,18,1466.728454
99.001524,18,1466.796824
98.967021,18,1466.868423
99.001524,18,1466.938125
99.001524,18,1467.009838
99.001524,18,1467.077012
98.8151,20,1467.159507
99.001524,18,1467.238513
99.001524,18,1467.311253
99.001524,18,1467.389701
99.001524,18,1467.61048
98.967021,18,1467.678617
98.967021,18,1467.74753
99.001524,18,1467.815094
89.001524,19,1467.884945
99.001524,18,1467.960872
99.001524,18,1468.033336
98.967021,18,1468.102885
99.001524,18,1468.174772
99.001524,18,1468.243681
99.001524,18,1468.311135
99.001524,18,1468.380664
99.001524,18,1468.447068
99.074493,19,1468.51738
99.001524,18,1468.722507
99.001524,18,1468.789077
98.967021,18,1468.855554
99.001524,18,1468.921746
99.001524,18,1468.995449
98.967021,18,1469.072721
99.001524,18,1469.144931
99.001524,18,1469.212117
99.001524,18,1469.29196
98.966604,19,1469.379195
99.001524,18,1469.457605
99.001524,18,1469.52464
99.001524,18,1469.591291
99.001524,18,1469.658234
99.001524,18,1469.871257
98.828744,19,1469.946989
99.001524,18,1470.016282
99.221435,19,1470.085672
99.001524,18,1470.152477
98.967021,18,1470.219022
98.967021,18,1470.285264
99.001524,18,1470.35607
98.850367,20,1470.428115
99.001524,18,1470.493999
99.001524,18,1470.560319
99.001524,18,1470.625918
99.001524,18,1470.692642
98.81957,19,1470.75995
99.001524,18,1470.987312
99.001524,18,1471.051539
99.001524,18,1471.11701
99.001524,18,1471.185567
99.074493,19,1471.257941
99.001524,18,1471.324548
99.001524,18,1471.390734
99.001524,18,1471.456555
98.824606,19,1471.528555
99.001524,18,1471.606511
99.001524,18,1471.677017
99.001524,18,1471.744994
99.001524,18,1471.817111
99.001524,18,1471.891466
99.001524,18,1472.101967
99.001524,18,1472.169385
98.967021,18,1472.239679
99.001524,18,1472.310104
99.001524,18,1472.376659
99.001524,18,1472.443221
99.074493,19,1472.51395
99.001524,18,1472.580682
99.001524,18,1472.657664
99.001524,18,1472.734913
99.001524,18,1472.817876
99.001524,18,1472.915681
99.001524,18,1472.998574
99.001524,18,1473.072446
99.217727,19,1473.28482
99.001524,18,1473.358901
99.001524,18,1473.432461
99.001524,18,1473.503214
99.001524,18,1473.572454
98.97714,18,1473.63726
99.001524,18,1473.713823
98.967021,18,1473.786971
99.217727,19,1473.856442
99.001524,18,1473.922833
98.967021,18,1473.991772
99.001524,18,1474.058593
99.001524,18,1474.128469
99.001524,18,1474.198545
99.001524,18,1474.264478
98.967021,18,1474.46888
99.001524,18,1474.536015
98.967021,18,1474.606074
99.001524,18,1474.692855
99.001524,18,1474.773852
99.001524,18,1474.846887
99.001524,18,1474.913097
99.001524,18,1474.978673
99.001524,18,1475.045282
99.001524,18,1475.115545
99.001524,18,1475.188603
99.001524,18,1475.260466
99.001524,18,1475.326211
99.001524,18,1475.394733
99.001524,18,1475.605679
99.001524,18,1475.674379
99.001524,18,1475.742195
99.001524,18,1475.808127
98.967021,18,1475.876127
99.001524,18,1475.943275
99.001524,18,1476.010158
99.001524,18,1476.082031
99.001524,18,1476.148063
99.074493,19,1476.216609
99.001524,18,1476.283611
98.967021,18,1476.354156
99.001524,18,1476.426313
99.001524,18,1476.496014
99.001524,18,1476.723513
99.001524,18,1476.788751
98.967021,18,1476.856128
99.001524,18,1476.926882
99.001524,18,1477.001369
99.001524,18,1477.073587
99.001524,18,1477.14028
99.001524,18,1477.209515
99.001524,18,1477.279381
98.97714,18,1477.352855
99.001524,18,1477.424453
99.001524,18,1477.496011
99.001524,18,1477.564835
99.001524,18,1477.632266
98.967021,18,1477.843509
99.001524,18,1477.910387
99.217727,19,1477.980292
99.001524,18,1478.046989
98.97714,18,1478.112281
98.967021,18,1478.180525
99.001524,18,1478.252262
99.001524,18,1478.326181
99.001524,18,1478.406245
99.001524,18,1478.486509
99.001524,18,1478.558575
98.96706,18,1478.629869
99.001524,18,1478.699618
99.001524,18,1478.774055
99.001524,18,1478.984215
99.001524,18,1479.05724
99.001524,18,1479.136639
99.001524,18,1479.216393
99.001524,18,1479.288221
99.001524,18,1479.357476
98.97714,18,1479.424044
99.001524,18,1479.492575
99.001524,18,1479.560487
99.001524,18,1479.626764
99.001524,18,1479.697485
99.001524,18,1479.766425
99.001524,18,1479.833015
98.966604,19,1479.904956
98.989032,18,1480.135025
99.001524,18,1480.226306
99.001524,18,1480.303352
99.001524,18,1480.379138
99.001524,18,1480.453937
99.001524,18,1480.528316
98.967021,18,1480.600523
99.001524,18,1480.673077
99.001524,18,1480.744071
99.001524,18,1480.81143
99.098298,19,1480.880068
99.001524,18,1480.949461
99.001524,18,1481.019821
99.001524,18,1481.090434
99.001524,18,1481.158634
99.001524,18,1481.368347
99.001524,18,1481.434815
99.001524,18,1481.500656
99.001524,18,1481.566928
99.074493,19,1481.637914
98.967021,18,1481.703345
98.967021,18,1481.772663
99.001524,18,1481.838423
99.001524,18,1481.931675
99.001524,18,1482.003599
99.001524,18,1482.070658
99.001524,18,1482.137191
99.001524,18,1482.203974
89.001524,19,1482.28036
99.001524,18,1482.505025
99.001524,18,1482.571302
99.001524,18,1482.640424
99.001524,18,1482.708106
99.001524,18,1482.774595
99.001524,18,1482.84791
99.001524,18,1482.919634
99.001524,18,1482.986218
99.001524,18,1483.053399
99.001524,18,1483.120657
99.074493,19,1483.191117
99.001524,18,1483.257486
99.001524,18,1483.323317
99.001524,18,1483.389141
99.001524,18,1483.629957
99.001524,18,1483.714271
99.001524,18,1483.783966
99.001524,18,1483.850795
99.001524,18,1483.917863
99.001524,18,1483.984868
99.001524,18,1484.050585
99.001524,18,1484.11807
99.001524,18,1484.201652
99.001524,18,1484.280948
99.001524,18,1484.34815
99.001524,18,1484.41439
99.001524,18,1484.481434
98.978898,18,1484.549046
99.001524,18,1484.776715
99.001524,18,1484.843162
99.001524,18,1484.910511
99.001524,18,1484.977613
99.001524,18,1485.043719
99.001524,18,1485.109395
99.001524,18,1485.18285
99.001524,18,1485.256633
99.001524,18,1485.344858
99.001524,18,1485.431513
99.001524,18,1485.501517
99.001524,18,1485.57372
99.001524,18,1485.644764
99.001524,18,1485.713383
99.001524,18,1485.921873
99.001524,18,1485.996386
99.001524,18,1486.076228
99.001524,18,1486.152239
99.001524,18,1486.221311
99.001524,18,1486.287291
99.001524,18,1486.357621
99.001524,18,1486.426171
98.824606,19,1486.500928
99.001524,18,1486.570595
99.001524,18,1486.637447
99.001524,18,1486.703723
99.001524,18,1486.770963
99.001524,18,1486.838439
99.001524,18,1486.918985
99.001524,18,1487.156205
99.001524,18,1487.221657
99.001524,18,1487.288757
99.001524,18,1487.35791
99.001524,18,1487.426758
99.001524,18,1487.493304
99.001524,18,1487.559176
99.001524,18,1487.626149
99.001524,18,1487.691693
98.967021,18,1487.764234
99.001524,18,1487.83755
99.001524,18,1487.904298
99.001524,18,1487.977869
99.001524,18,1488.048796
99.001524,18,1488.25674
99.001524,18,1488.32678
98.978898,18,1488.395852
99.001524,18,1488.461765
99.001524,18,1488.527383
99.001524,18,1488.597844
99.001524,18,1488.663183
99.001524,18,1488.739675
99.001524,18,1488.825691
99.001524,18,1488.908786
99.001524,18,1488.973387
99.001524,18,1489.039341
99.001524,18,1489.105621
98.967021,18,1489.17658
99.001524,18,1489.384917
99.074493,19,1489.456984
99.001524,18,1489.526855
98.966604,19,1489.60231
99.001524,18,1489.670695
99.001524,18,1489.735428
99.001524,18,1489.801309
99.001524,18,1489.874204
99.001524,18,1489.947302
99.001524,18,1490.013494
99.001524,18,1490.084608
99.001524,18,1490.154839
99.001524,18,1490.223673
99.001524,18,1490.291636
99.001524,18,1490.497761
99.001524,18,1490.563702
99.001524,18,1490.630979
99.001524,18,1490.719923
99.001524,18,1490.806371
99.001524,18,1490.876838
99.001524,18,1490.943853
98.967021,18,1491.013661
99.001524,18,1491.084264
99.001524,18,1491.150582
99.001524,18,1491.216278
99.001524,18,1491.289924
99.001524,18,1491.369568
99.213555,19,1491.446554
99.001524,18,1491.650048
99.001524,18,1491.720975
99.001524,18,1491.793604
99.001524,18,1491.866445
99.001524,18,1491.938696
99.001524,18,1492.00855
98.967021,18,1492.074656
99.001524,18,1492.141356
98.967021,18,1492.206383
99.001524,18,1492.287554
99.001524,18,1492.374918
99.001524,18,1492.454002
99.001524,18,1492.522278
99.001524,18,1492.589997
99.001524,18,1492.795688
98.967021,18,1492.86729
99.001524,18,1492.934305
99.001524,18,1493.000511
99.001524,18,1493.073358
99.001524,18,1493.146486
99.001524,18,1493.21465
98.978898,18,1493.280398
99.001524,18,1493.347205
99.001524,18,1493.413947
99.001524,18,1493.480434
99.001524,18,1493.548221
99.074493,19,1493.62366
99.001524,18,1493.702006
99.001524,18,1493.773783
99.001524,18,1493.976667
99.001524,18,1494.050541
99.001524,18,1494.137635
98.978898,18,1494.223445
99.001524,18,1494.291525
99.001524,18,1494.359561
98.97073,18,1494.425196
99.001524,18,1494.491496
99.001524,18,1494.561287
99.001524,18,1494.631859
99.001524,18,1494.698336
98.814018,19,1494.768205
98.822031,19,1494.844715
99.001524,18,1494.917125
99.001524,18,1495.121115
99.001524,18,1495.188786
99.001524,18,1495.256973
99.001524,18,1495.32356
98.967021,18,1495.391686
99.001524,18,1495.467776
98.806852,19,1495.547775
99.001524,18,1495.619963
99.001524,18,1495.685559
99.001524,18,1495.75553
98.967021,18,1495.82246
99.001524,18,1495.888513
99.001524,18,1495.953332
99.001524,18,1496.021294
99.001524,18,1496.225307
99.001524,18,1496.291918
99.001524,18,1496.363665
99.001524,18,1496.43464
99.001524,18,1496.50133
99.001524,18,1496.570509
99.001524,18,1496.643254
99.001524,18,1496.714335
99.001524,18,1496.780122
99.001524,18,1496.849269
99.001524,18,1496.915238
99.001524,18,1496.985531
99.001524,18,1497.052645
99.001524,18,1497.121684
99.001524,18,1497.367998
99.001524,18,1497.44014
99.001524,18,1497.509323
99.001524,18,1497.576092
99.001524,18,1497.643033
98.978898,18,1497.709824
99.001524,18,1497.776476
99.001524,18,1497.842942
98.978898,18,1497.909874
99.001524,18,1497.977338
99.001524,18,1498.043429
99.001524,18,1498.114187
99.001524,18,1498.184435
98.978898,18,1498.249974
99.001524,18,1498.466505
99.001524,18,1498.533649
99.001524,18,1498.600761
99.001524,18,1498.667493
99.001524,18,1498.734295
99.001524,18,1498.802953
99.001524,18,1498.872347
99.001524,18,1498.953967
99.001524,18,1499.025607
98.828744,19,1499.09907
99.001524,18,1499.169878
99.001524,18,1499.242914
99.001524,18,1499.313079
99.001524,18,1499.379217
98.967021,18,1499.445422
99.001524,18,1499.649549
99.001524,18,1499.716879
98.932378,20,1499.790492
99.001524,18,1499.856851
99.001524,18,1499.927718
99.001524,18,1499.998691
99.001524,18,1500.065641
99.001524,18,1500.132442
99.001524,18,1500.218206
99.074493,19,1500.30121
99.001524,18,1500.372965
98.941779,18,1500.438716
98.81957,19,1500.508483
99.001524,18,1500.575197
98.967021,18,1500.786408
98.967021,18,1500.85621
98.967021,18,1500.925671
99.001524,18,1500.990757
99.001524,18,1501.063469
99.001524,18,1501.136167
99.001524,18,1501.203969
99.001524,18,1501.269301
99.001524,18,1501.334462
99.001524,18,1501.400184
99.001524,18,1501.466822
89.001524,19,1501.534991
99.001524,18,1501.602764
99.001524,18,1501.674442
99.001524,18,1501.920579
99.001524,18,1501.995461
99.001524,18,1502.066131
99.001524,18,1502.135477
98.967021,18,1502.204081
