# {"t_start": 1702256277.8914988, "env_id": "adult-v01"} 
r,l,t
99.853392,1,7570.202551
99.853392,1,7570.533581
99.853392,1,7570.876982
99.853392,1,7571.220849
99.853392,1,7571.553939
99.853392,1,7571.901452
79.853392,3,7572.239222
79.853392,3,7572.575482
99.853392,1,7572.921585
69.853392,4,7573.263183
99.853392,1,7573.59692
99.853392,1,7573.945625
99.853392,1,7574.278368
99.853392,1,7574.610783
99.853392,1,7574.958992
79.853392,3,7575.29468
99.853392,1,7575.633298
99.853392,1,7575.980985
99.853392,1,7576.311383
99.853392,1,7576.64238
99.853392,1,7576.994741
99.853392,1,7577.328709
99.853392,1,7577.670156
99.853392,1,7578.010855
99.853392,1,7578.343568
99.853392,1,7578.685258
99.853392,1,7579.024941
99.853392,1,7579.357084
99.853392,1,7579.705611
99.853392,1,7580.03819
89.853392,2,7580.372392
89.853392,2,7580.721154
99.853392,1,7581.052912
99.853392,1,7581.387818
79.853392,3,7581.747
89.853392,2,7582.099639
99.847913,1,7582.453207
99.847913,1,7582.802122
99.847913,1,7583.154752
99.847913,1,7583.5087
99.847913,1,7583.860061
79.847913,3,7584.219749
99.847913,1,7584.55142
89.847913,2,7584.883869
99.847913,1,7585.2316
99.847913,1,7585.563587
99.847913,1,7585.902104
99.847913,1,7586.242484
99.847913,1,7586.57331
79.847913,3,7586.922504
99.842433,1,7587.263982
99.842433,1,7587.597676
99.842433,1,7587.947045
89.843645,2,7588.281101
89.842433,2,7588.6306
99.842433,1,7588.962422
79.842433,3,7589.298527
99.842433,1,7589.64692
99.842433,1,7589.979893
89.842433,2,7590.326603
99.842433,1,7590.662628
99.842433,1,7590.994263
69.842433,4,7591.348292
79.843645,3,7591.68552
99.842433,1,7592.025372
99.842433,1,7592.366567
89.842433,2,7592.815098
79.842433,3,7593.166956
99.842433,1,7593.497634
89.842433,2,7593.843365
89.842433,2,7594.182484
99.842433,1,7594.516872
99.842433,1,7594.870897
59.842433,5,7595.224887
99.842433,1,7595.578457
99.842433,1,7595.925724
99.842433,1,7596.280973
89.842433,2,7596.636338
99.842433,1,7596.981601
99.842433,1,7597.336166
99.842433,1,7597.686493
99.842433,1,7598.042839
99.842433,1,7598.393281
99.842433,1,7598.749408
99.842433,1,7599.097376
99.842433,1,7599.444697
99.842433,1,7599.797111
79.843645,3,7600.151137
99.842433,1,7600.503962
99.842433,1,7600.852824
99.842433,1,7601.209598
89.842433,2,7601.560094
99.842433,1,7601.916443
99.842433,1,7602.264966
99.842433,1,7602.618814
99.836954,1,7602.969564
69.836954,4,7603.328055
99.836954,1,7603.683144
79.836954,3,7604.038162
99.836954,1,7604.394723
99.836954,1,7604.746186
79.836954,3,7605.106697
99.836954,1,7605.458825
99.831474,1,7605.815782
99.831474,1,7606.167426
99.831474,1,7606.521858
99.831474,1,7606.875768
99.831474,1,7607.226458
99.831474,1,7607.583851
99.831474,1,7607.935373
99.831474,1,7608.291014
99.831474,1,7608.641601
99.831474,1,7608.997943
99.831474,1,7609.348309
99.831474,1,7609.703984
89.831474,2,7610.056717
99.831474,1,7610.413271
99.831474,1,7610.764782
99.831474,1,7611.121282
99.825995,1,7611.475355
99.825995,1,7611.831857
89.825995,2,7612.186435
89.825995,2,7612.544262
99.825995,1,7612.896785
99.825995,1,7613.250768
99.825995,1,7613.60519
99.825995,1,7613.96025
99.825995,1,7614.318673
99.825995,1,7614.675183
99.825995,1,7615.027139
99.827207,1,7615.383082
99.825995,1,7615.736187
99.820516,1,7616.092804
89.820516,2,7616.446619
99.820516,1,7616.801558
99.820516,1,7617.152689
89.820516,2,7617.510958
99.820516,1,7617.863739
99.820516,1,7618.219061
89.820516,2,7618.557959
99.820516,1,7618.910518
99.820516,1,7619.263695
99.820516,1,7619.620654
99.815036,1,7619.971276
69.815036,4,7620.335583
89.815036,2,7620.693748
89.815036,2,7621.047023
99.815036,1,7621.3999
99.815036,1,7621.755937
99.815036,1,7622.103778
99.815036,1,7622.454952
99.815036,1,7622.804353
99.815036,1,7623.151474
99.815036,1,7623.506411
99.815036,1,7623.869007
99.815036,1,7624.224437
99.815036,1,7624.589384
99.815036,1,7624.946202
99.815036,1,7625.296532
99.815036,1,7625.6486
79.815036,3,7626.008357
99.815036,1,7626.365097
89.815036,2,7626.720504
79.815036,3,7627.079318
89.815036,2,7627.428444
99.815036,1,7627.779278
99.809557,1,7628.135931
89.809557,2,7628.48801
99.809557,1,7628.840823
69.809557,4,7629.200689
89.809557,2,7629.552165
89.809557,2,7629.90683
79.804077,3,7630.263885
99.804077,1,7630.615461
99.804077,1,7630.967158
99.804077,1,7631.322117
99.804077,1,7631.674839
99.804077,1,7632.030265
99.805289,1,7632.382929
89.804077,2,7632.735359
99.805289,1,7633.089008
99.804077,1,7633.439735
79.804077,3,7633.789759
99.805289,1,7634.143185
99.804077,1,7634.491485
