# {"t_start": 1702349791.8609135, "env_id": "compas-v01"} 
r,l,t
39.996595,7,69.786959
79.9995,3,69.834692
99.995,1,69.87864
59.9995,5,69.930329
89.996595,2,69.976336
89.995,2,70.021986
89.996595,2,70.068128
69.996595,4,70.118665
99.996595,1,70.163663
99.996595,1,70.208136
99.996595,1,70.25578
99.996595,1,70.302057
89.9995,2,70.34903
89.997064,2,70.397134
99.9995,1,70.442429
69.9995,4,70.492505
89.997064,2,70.667471
99.997064,1,70.736615
79.996595,3,70.798638
-0.0005,11,70.861126
99.996595,1,70.908553
9.995,10,70.969963
89.995,2,71.016432
89.997064,2,71.062798
99.995,1,71.107038
89.997064,2,71.152929
89.995,2,71.199191
89.995,2,71.246207
89.995,2,71.294038
89.997064,2,71.342466
99.995,1,71.38905
99.995,1,71.435018
79.996595,3,71.482944
79.9995,3,71.530432
89.995,2,71.577407
99.9995,1,71.62161
99.995,1,71.666306
89.996595,2,71.712846
69.995,4,71.793227
89.995,2,71.866934
99.995,1,71.926965
99.996595,1,71.971538
89.996595,2,72.018484
79.995,3,72.066603
99.997064,1,72.111124
99.997064,1,72.155367
99.995,1,72.199787
99.997064,1,72.243931
89.995,2,72.289876
99.996595,1,72.334134
89.996595,2,72.380279
89.996595,2,72.426539
59.995,5,72.478439
79.997064,3,72.525687
99.996595,1,72.570045
89.9995,2,72.631093
89.996595,2,72.705981
99.9995,1,72.777001
69.9995,4,72.831116
99.9995,1,72.875061
69.997064,4,72.924449
69.996595,4,72.974524
99.997064,1,73.019291
99.996595,1,73.063769
99.9995,1,73.108903
99.995,1,73.1557
89.997064,2,73.204816
69.996595,4,73.25721
79.995,3,73.306208
89.995,2,73.352566
99.995,1,73.396793
99.995,1,73.441338
9.997064,10,73.502428
79.995,3,73.551047
79.9995,3,73.599277
89.997064,2,73.667307
69.996595,4,73.752016
99.996595,1,73.818874
69.996595,4,73.869512
99.997064,1,73.914287
89.995,2,73.960661
49.996595,6,74.013358
99.996595,1,74.058027
99.995,1,74.101614
99.996595,1,74.145812
69.997064,4,74.196392
89.995,2,74.242254
99.9995,1,74.286863
89.996595,2,74.332469
99.995,1,74.377019
79.9995,3,74.425856
99.997064,1,74.470375
89.995,2,74.530753
89.995,2,74.599394
89.997064,2,74.645203
89.995,2,74.699372
99.997064,1,74.745843
99.996595,1,74.792407
79.996595,3,74.842174
99.997064,1,74.88597
89.9995,2,74.932246
99.995,1,74.976165
99.996595,1,75.020256
59.996595,5,75.072341
59.996595,5,75.123992
69.996595,4,75.173865
79.995,3,75.222395
99.9995,1,75.266529
89.996595,2,75.313062
29.996595,8,75.369779
79.995,3,75.417542
89.995,2,75.46834
69.995,4,75.548011
99.996595,1,75.61871
49.995,6,75.683613
99.995,1,75.727865
99.9995,1,75.77229
99.995,1,75.81706
89.996595,2,75.863447
89.995,2,75.909589
99.997064,1,75.953843
89.997064,2,75.99984
89.9995,2,76.045843
39.996595,7,76.232394
59.997064,5,76.286616
99.997064,1,76.333344
49.996595,6,76.388495
79.997064,3,76.436457
59.996595,5,76.48793
99.997064,1,76.532746
99.996595,1,76.576868
89.995,2,76.622685
79.996595,3,76.671387
79.995,3,76.719262
99.995,1,76.763103
79.995,3,76.811315
69.996595,4,76.860193
69.996595,4,76.90968
89.995,2,76.955659
59.995,5,77.008316
89.995,2,77.054934
89.996595,2,77.101921
89.9995,2,77.14875
79.995,3,77.197173
89.997064,2,77.243786
99.995,1,77.288591
99.997064,1,77.353955
89.996595,2,77.423356
89.996595,2,77.469978
99.995,1,77.514396
99.996595,1,77.559195
99.995,1,77.603874
79.995,3,77.652115
99.9995,1,77.696951
99.996595,1,77.74152
89.995,2,77.787733
89.995,2,77.833038
89.9995,2,77.878231
69.9995,4,77.928247
89.9995,2,77.976337
99.995,1,78.020525
99.9995,1,78.065194
89.997064,2,78.111682
99.997064,1,78.156258
99.997064,1,78.200789
89.996595,2,78.248074
89.9995,2,78.295707
99.9995,1,78.340584
99.997064,1,78.385127
89.995,2,78.433095
99.996595,1,78.478305
99.997064,1,78.523325
59.995,5,78.578558
99.997064,1,78.623479
59.9995,5,78.677684
99.995,1,78.722604
89.996595,2,78.769146
89.995,2,78.816408
89.996595,2,78.863048
99.996595,1,78.907775
89.995,2,78.954305
99.996595,1,78.998719
89.997064,2,79.045387
99.995,1,79.09015
89.995,2,79.136711
99.995,1,79.181742
89.996595,2,79.228586
89.997064,2,79.275933
99.9995,1,79.320572
99.996595,1,79.365433
99.995,1,79.410413
99.996595,1,79.4548
99.996595,1,79.499758
99.995,1,79.544387
99.9995,1,79.589244
69.996595,4,79.641166
99.995,1,79.686155
59.996595,5,79.740266
79.9995,3,79.791173
79.995,3,79.839877
89.9995,2,79.886968
99.995,1,79.931594
89.996595,2,79.975915
89.997064,2,80.020294
99.996595,1,80.06249
89.996595,2,80.107602
99.995,1,80.149479
69.995,4,80.198256
99.997064,1,80.239973
99.996595,1,80.282456
99.996595,1,80.324199
89.995,2,80.368982
99.996595,1,80.411073
99.996595,1,80.453672
89.9995,2,80.500067
99.995,1,80.544844
89.995,2,80.591897
89.9995,2,80.638463
89.997064,2,80.68442
99.996595,1,80.725958
89.995,2,80.770037
89.9995,2,80.815771
79.996595,3,80.862819
89.9995,2,80.909481
99.9995,1,80.956137
99.996595,1,80.998532
59.995,5,81.05014
99.996595,1,81.093358
69.996595,4,81.141977
99.9995,1,81.184917
99.997064,1,81.227374
89.9995,2,81.271747
39.9995,7,81.32715
99.9995,1,81.372015
99.995,1,81.416778
49.995,6,81.472777
99.9995,1,81.517209
99.997064,1,81.560065
89.997064,2,81.605082
49.995,6,81.658792
89.995,2,81.703686
39.9995,7,81.759726
89.9995,2,81.804506
89.995,2,81.849595
89.995,2,82.059763
99.9995,1,82.104666
99.996595,1,82.149166
99.997064,1,82.193722
99.997064,1,82.23817
69.996595,4,82.289018
79.996595,3,82.335891
89.996595,2,82.380608
79.9995,3,82.429843
99.996595,1,82.473744
29.995,8,82.532933
99.997064,1,82.575741
99.995,1,82.618578
29.995,8,82.676989
99.997064,1,82.719337
99.9995,1,82.761757
99.997064,1,82.804418
79.996595,3,82.851232
99.997064,1,82.894264
59.995,5,82.945333
89.995,2,82.991677
99.996595,1,83.036422
89.9995,2,83.083605
29.9995,8,83.143667
79.995,3,83.191417
89.996595,2,83.235753
89.996595,2,83.281839
39.9995,7,83.33678
99.995,1,83.379201
99.9995,1,83.422284
39.995,7,83.477227
89.9995,2,83.521565
89.995,2,83.566974
69.997064,4,83.616689
99.995,1,83.660277
99.997064,1,83.704774
89.996595,2,83.751355
99.997064,1,83.795937
99.996595,1,83.840091
59.995,5,83.891032
99.9995,1,83.933748
99.996595,1,83.976013
99.996595,1,84.018326
99.996595,1,84.061233
79.995,3,84.108454
39.997064,7,84.164486
79.9995,3,84.211394
89.997064,2,84.256012
99.995,1,84.299032
99.996595,1,84.341255
89.995,2,84.38581
79.995,3,84.43471
89.996595,2,84.481892
99.995,1,84.531817
99.996595,1,84.57652
99.997064,1,84.620954
